id,score,mae_cursor_position,down_time_min,down_time_max,down_time_median,down_time_mean,down_time_std,up_time_min,up_time_max,up_time_median,up_time_mean,up_time_std,action_time_min,action_time_max,action_time_median,action_time_mean,action_time_std,word_count_min,word_count_max,word_count_median,word_count_mean,word_count_std,activity_input,activity_movefrom,activity_nonproduction,activity_paste,activity_removecut,activity_replace,down_event_alphanumeric,down_event_control_keys,down_event_special_character,down_event_unknown,text_change_many_q,text_change_many_q_to_many_q,text_change_many_q_to_not_q,text_change_many_q_to_single_q,text_change_nochange,text_change_not_q,text_change_not_q_to_many_q,text_change_not_q_to_not_q,text_change_not_q_to_single_q,text_change_single_q,text_change_single_q_to_many_q,text_change_single_q_to_not_q,text_change_single_q_to_single_q,text_change_unknown
7251481e,4.0,1555.0315161839865,14029,1790035,596029.0,608455.3143100512,353896.56341828936,14146,1790115,596082.0,608536.905451448,353895.77656258264,0,1881,79.0,81.59114139693357,66.14082511994307,0,527,282.0,273.5023850085179,142.66075815716653,0.7594548551959114,0.0,0.023509369676320273,0.0,0.2161839863713799,0.0008517887563884157,0.616695059625213,0.36712095400340716,0.016183986371379896,0.0,0.0006814310051107325,0.0,0.0,0.0008517887563884157,0.023509369676320273,0.1836456558773424,0.0,0.0,0.0,0.7913117546848382,0.0,0.0,0.0,0
7256a238,2.0,75.3340471092077,1505,625522,361568.0,351513.0585296217,163470.71639535602,1716,625575,361699.0,351613.9221984297,163462.9534105871,0,502,99.0,100.86366880799429,40.2480253352556,0,205,114.0,107.64596716630977,57.96637202301307,0.8722341184867951,0.0,0.07566024268379729,0.0,0.052105638829407566,0.0,0.7109207708779444,0.28551034975017847,0.0035688793718772305,0.0,0.0,0.0,0.0,0.0,0.07566024268379729,0.17130620985010706,0.0,0.0,0.0,0.7530335474660956,0.0,0.0,0.0,0
7257c0ab,4.0,444.96722817764163,30545,1659776,619971.0,619274.7399693722,352761.2623629714,30728,1659849,620082.0,619371.4551301685,352761.1410441202,0,1291,93.0,96.71516079632465,39.195029491876234,0,542,290.0,277.42756508422667,154.40727823929382,0.9320061255742725,0.0,0.027565084226646247,0.0,0.039816232771822356,0.0006125574272588055,0.733843797856049,0.2428790199081164,0.02327718223583461,0.0,0.0,0.0,0.0,0.0006125574272588055,0.027565084226646247,0.20459418070444105,0.0,0.0,0.0,0.7672281776416539,0.0,0.0,0.0,0
726c884c,4.0,238.64128440366972,43153,1892388,583982.0,759733.3045871559,523260.73556843185,43205,1892454,584039.0,759850.9183486239,523257.9331595578,0,643,109.0,117.6137614678899,61.0936054486539,0,457,229.5,227.85932721712538,132.54828482438685,0.9186544342507645,0.0,0.016819571865443424,0.0,0.06391437308868501,0.0006116207951070336,0.7495412844036697,0.2308868501529052,0.019571865443425075,0.0,0.0,0.0,0.0,0.0006116207951070336,0.016819571865443424,0.18134556574923547,0.0,0.0,0.0,0.8012232415902141,0.0,0.0,0.0,0
729dd832,3.0,408.9056842105263,2138,1776681,768204.0,808265.6172631579,511418.9899412041,2285,1776874,768389.0,808411.3663157895,511416.0441232117,0,491,158.0,145.74905263157893,78.8668923188337,0,225,117.0,116.48378947368421,62.86172200527695,0.7305263157894737,0.0,0.10821052631578948,0.0,0.16126315789473683,0.0,0.5915789473684211,0.3894736842105263,0.018947368421052633,0.0,0.0,0.0,0.0,0.0,0.10821052631578948,0.16463157894736843,0.0,0.0,0.0,0.7271578947368421,0.0,0.0,0.0,0
72e1c38c,1.5,260.211161387632,29881,1754975,1097910.0,1028227.5525389643,493131.95746532973,29998,1754994,1098032.0,1028333.556561086,493121.2068609477,3,494,114.0,106.00402212166918,43.359639457853035,0,236,126.0,126.91553544494721,68.66757839704897,0.7782805429864253,0.0,0.029663147310206132,0.0,0.19205630970336854,0.0,0.6319758672699849,0.35947712418300654,0.008547008547008548,0.0,0.0,0.0,0.0,0.0,0.029663147310206132,0.17898441427853193,0.0,0.0,0.0,0.7913524384112619,0.0,0.0,0.0,0
7313113c,4.0,596.2683397683397,1218,1813284,598876.0,590367.251516823,360589.38287709747,1433,1813375,598944.5,590446.4826254826,360590.2991722276,0,2619,72.0,79.23110865968009,85.79282878309233,0,362,182.0,192.68781025923883,103.97228357624401,0.8268063982349697,0.0,0.03861003861003861,0.0,0.13320463320463322,0.0013789299503585218,0.6831218974076116,0.3028130170987314,0.014065085493656922,0.0,0.0013789299503585218,0.0,0.0,0.0013789299503585218,0.03861003861003861,0.16960838389409819,0.0,0.0,0.0,0.7890237175951461,0.0,0.0,0.0,0
731c3f6b,4.5,306.8219291014015,30936,1773440,474435.5,539412.8248145095,353510.3489835626,31155,1773649,474587.5,539540.0960428689,353515.19985228806,0,1357,125.0,127.2712283594394,58.34633013217343,0,347,170.0,170.5585325638912,99.29757461843384,0.8784006595218466,0.0,0.04492992580379225,0.0,0.07666941467436109,0.0,0.7056883759274526,0.28194558944765047,0.01236603462489695,0.0,0.0,0.0,0.0,0.0,0.04492992580379225,0.18590272052761747,0.0,0.0,0.0,0.7691673536685902,0.0,0.0,0.0,0
73340766,3.5,307.22852001799373,2694,1797923,1139578.0,1051368.7251461989,421708.0675329679,2822,1798034,1139635.0,1051468.3576248314,421688.0480297797,0,584,96.0,99.63247863247864,55.85871149905145,0,271,161.0,154.60908681961314,85.83651830187556,0.7858749437696806,0.0,0.14709851551956815,0.000449842555105713,0.06657669815564553,0.0,0.6117858749437697,0.3733693207377418,0.014844804318488529,0.0,0.000899685110211426,0.0,0.0,0.0,0.14709851551956815,0.19118308591992803,0.0,0.0,0.0,0.6608187134502924,0.0,0.0,0.0,0
73604dc8,3.5,69.13040629095676,10076,1312671,853439.5,801474.3636959371,272961.7120436567,10130,1312692,853494.5,801524.3099606815,272960.16058122605,0,178,46.0,49.94626474442988,14.770675283608362,0,234,123.0,120.73066841415465,69.3954990023304,0.9121887287024901,0.0,0.030799475753604193,0.0,0.05701179554390563,0.0,0.7332896461336829,0.2549148099606815,0.011795543905635648,0.0,0.0,0.0,0.0,0.0,0.030799475753604193,0.19003931847968544,0.0,0.0,0.0,0.7791612057667103,0.0,0.0,0.0,0
738c8c99,5.5,415.20049099836336,26627,1818440,777253.0,788510.6849427168,459427.8736861856,26737,1818529,777351.5,788606.6348199673,459424.8937885786,0,503,91.0,95.94987725040916,35.760751279727295,0,668,332.0,345.0443944353519,197.39439049604675,0.8424713584288053,0.0,0.11333878887070377,0.0,0.044189852700491,0.0,0.6728723404255319,0.3050327332242226,0.0220949263502455,0.0,0.0,0.0,0.0,0.0,0.11333878887070377,0.1783960720130933,0.0,0.0,0.0,0.7082651391162029,0.0,0.0,0.0,0
73a14f64,3.5,368.17581510524144,1085,1731878,281518.0,383694.9690466364,383422.1333532495,1181,1731967,281696.0,383784.73957903427,383417.1380774415,0,503,102.0,89.7705323978539,57.306902696096074,0,252,121.0,118.2616591002889,74.16858769418027,0.6995460173338837,0.0,0.19603796945934793,0.0,0.1040033016921172,0.0004127115146512588,0.566240198101527,0.4238547255468428,0.00990507635163021,0.0,0.0,0.0,0.0,0.0004127115146512588,0.19603796945934793,0.1522905489063145,0.0,0.0,0.0,0.6512587701196864,0.0,0.0,0.0,0
73b357f7,5.0,813.387734718338,608,1767066,641027.0,657364.8030363563,346007.02157879114,719,1767494,641110.0,657463.3623651618,346008.45998690074,0,1500,101.0,98.55932880543348,60.92627319230873,0,567,298.0,286.9682381142629,164.53753671725798,0.8244107071514183,0.0,0.07510986815821015,0.00019976028765481422,0.09948062325209749,0.0007990411506192569,0.6685976827806632,0.3170195765081902,0.014382740711146624,0.0,0.000998801438274071,0.0,0.00019976028765481422,0.0005992808629644426,0.07510986815821015,0.17479025169796245,0.0,0.0,0.0,0.7483020375549341,0.0,0.0,0.0,0
7400383b,3.5,314.52240143369175,205484,1577834,850860.0,853683.8888888889,364856.6903138041,205552,1577895,850982.0,853793.9762544803,364855.11239327263,0,1106,108.0,110.08736559139786,49.96096173777272,0,264,125.0,123.28539426523298,80.18036370194726,0.8154121863799283,0.0,0.0667562724014337,0.0,0.11738351254480286,0.00044802867383512545,0.6478494623655914,0.32661290322580644,0.025537634408602152,0.0,0.0,0.0,0.0,0.00044802867383512545,0.0667562724014337,0.19623655913978494,0.0,0.0,0.0,0.7365591397849462,0.0,0.0,0.0,0
742537ba,3.5,752.16512,209950,1797152,1023146.0,983155.9744,397227.2856158471,210150,1797282,1023246.0,983296.97664,397228.1848591086,0,1684,135.0,141.00224,60.09359692935522,0,289,140.0,145.82944,85.40643226397793,0.78016,0.0,0.02496,0.0,0.19488,0.0,0.63712,0.34272,0.02016,0.0,0.00032,0.0,0.0,0.0,0.02496,0.1792,0.0,0.0,0.0,0.79552,0.0,0.0,0.0,0
7425b7e1,3.5,280.1067450495049,85594,1437802,743178.0,713514.1646039604,369195.1840423085,85690,1437912,743273.0,713622.4133663366,369187.35152697517,0,3014,109.0,108.24876237623762,71.46460468659484,0,407,233.0,219.8288985148515,117.66141560439404,0.8183787128712872,0.0,0.10148514851485149,0.0,0.07889851485148515,0.0012376237623762376,0.6525371287128713,0.32642326732673266,0.02103960396039604,0.0,0.0006188118811881188,0.0,0.0,0.0012376237623762376,0.10148514851485149,0.18347772277227722,0.0,0.0,0.0,0.713180693069307,0.0,0.0,0.0,0
745e60f2,4.0,975.0166960988922,18041,1655305,778243.0,762749.3191523519,492232.67673224927,18213,1655492,778398.0,762880.3719698186,492228.9194795984,0,1118,132.0,131.05281746668808,44.43324614211023,0,943,479.0,478.2377588698025,273.36098797995265,0.927917803820838,0.0,0.017017177717129555,0.0,0.05490447904960668,0.00016053941242575052,0.7479531224915716,0.23422700272917002,0.017819874779258307,0.0,0.0,0.0,0.0,0.00016053941242575052,0.017017177717129555,0.18959704607481137,0.0,0.0,0.0,0.7932252367956333,0.0,0.0,0.0,0
74629ec4,5.5,1042.165625433847,18617,1804006,1075832.0,973330.1740941275,525686.1617587552,18717,1804133,1075912.0,973412.4954879911,525682.5697983562,0,970,86.0,82.32139386366792,43.08050460322299,0,828,398.0,398.0941274468971,246.10688593209315,0.8041093988615855,0.0,0.07691239761210607,0.00013883104262113008,0.11828404831320283,0.0005553241704845203,0.650978758850479,0.32875190892683603,0.020269332222684993,0.0,0.00013883104262113008,0.0,0.0,0.0005553241704845203,0.07691239761210607,0.17562126891572954,0.0,0.0,0.0,0.7467721782590587,0.0,0.0,0.0,0
7476e3b2,3.5,763.9738270028727,57168,1565776,873869.0,841584.2307692308,380795.1826201264,57170,1565879,873924.0,841695.3447175231,380796.06909910194,0,3506,109.0,111.11394829237153,87.95167008590717,0,273,142.0,140.24034471752313,75.08503059904761,0.7887009256303862,0.0,0.03000319182891797,0.0,0.18001915097350782,0.0012767315671879987,0.6383657835939993,0.3501436323013086,0.01149058410469199,0.0,0.0006383657835939994,0.0,0.0,0.0012767315671879987,0.03000319182891797,0.18448771145866583,0.0,0.0,0.0,0.7835939993616342,0.0,0.0,0.0,0
74b04381,4.0,988.0184683575474,43333,1798541,682168.0,800880.0371829598,489145.04016899504,43522,1798626,682252.0,800982.088894361,489148.35012168874,0,3877,87.0,102.05171140113272,150.66033073210343,0,360,213.0,186.27382418123614,105.0497718155546,0.8524993843880817,0.0,0.041369120906180744,0.0004924895345973898,0.10096035459246491,0.004678650578675204,0.7049987687761635,0.2812115242551096,0.013789706968726915,0.0,0.005663629647869982,0.0,0.0,0.004678650578675204,0.041369120906180744,0.17212509234178774,0.0,0.0,0.0,0.7761635065254864,0.0,0.0,0.0,0
74c48d94,4.5,691.6521620886592,633,1859909,357809.0,633305.4378569486,639641.1326906437,697,1860007,357906.0,633399.3502855588,639642.2668316815,0,523,99.0,93.91242861028012,53.38150770701528,0,412,186.0,192.67582268153387,122.58947741535444,0.75877073701387,0.0,0.1112319825945064,0.0,0.12999728039162362,0.0,0.6121838455262443,0.37720968180582,0.010606472667935817,0.0,0.0,0.0,0.0,0.0,0.1112319825945064,0.16997552352461245,0.0,0.0,0.0,0.7187924938808812,0.0,0.0,0.0,0
750a018c,3.0,1015.3161060978945,291091,1771586,773889.0,815895.2403609516,345168.63858102297,291140,1771724,773945.0,815979.9453103637,345167.9199804516,0,1007,81.0,84.7049494120864,54.02140308582283,0,373,212.0,203.54552912223133,114.20109076873267,0.7703035274815423,0.0,0.051681706316652996,0.0,0.17746786983866558,0.0005468963631391851,0.6067815149029259,0.381186765108012,0.012031719989062073,0.0,0.0010937927262783702,0.0,0.0,0.0005468963631391851,0.051681706316652996,0.2026251025430681,0.0,0.0,0.0,0.7440525020508614,0.0,0.0,0.0,0
752dee76,3.5,239.85194375516957,34960,1800053,576423.0,631943.2208436724,400861.1799618727,35030,1800118,576496.0,632017.9445822994,400863.3021636235,0,1058,73.0,74.72373862696443,49.40144611778347,0,294,188.0,176.8424317617866,94.35819167053572,0.8085194375516956,0.0,0.07899090157154673,0.0,0.11248966087675766,0.0,0.652191894127378,0.3238213399503722,0.023986765922249794,0.0,0.0,0.0,0.0,0.0,0.07899090157154673,0.16666666666666666,0.0,0.0,0.0,0.7543424317617866,0.0,0.0,0.0,0
753959f8,3.5,385.5814846416382,1862,1756983,627610.5,670310.2192832765,409360.9877154409,2019,1757179,627709.5,670480.1548634812,409371.3462701869,0,2787,171.0,169.93558020477815,125.85522251711203,0,263,120.0,127.75682593856655,79.40583180700004,0.8135665529010239,0.0,0.07337883959044368,0.0,0.10921501706484642,0.0038395904436860067,0.6676621160409556,0.3246587030716723,0.007679180887372013,0.0,0.001279863481228669,0.0,0.0,0.0029863481228668944,0.07337883959044368,0.17406143344709898,0.0,0.0,0.0,0.7474402730375427,0.0,0.0,0.0008532423208191126,0
753c6d04,3.5,745.2863264511102,35572,1442152,729739.0,754833.2824308531,397462.19674161496,35702,1442152,729803.5,754910.4559797429,397454.56882895203,0,449,77.0,77.17354888975457,39.59701142068782,0,761,369.0,369.5605765485002,215.5057176293374,0.8377483443708609,0.0,0.08862485391507596,0.0,0.0736268017140631,0.0,0.6460849240358395,0.3283989092325672,0.0255161667315933,0.0,0.0,0.0,0.0,0.0,0.08862485391507596,0.20880405142189326,0.0,0.0,0.0,0.7025710946630308,0.0,0.0,0.0,0
754646df,2.5,114.54695340501792,312385,1858918,1048627.0,1055083.200716846,431641.3580335837,312520,1859073,1048927.0,1055251.042293907,431635.41933487554,0,671,166.0,167.8415770609319,77.6263998551362,0,168,89.0,86.55627240143369,49.04902192067453,0.8587813620071685,0.0,0.06093189964157706,0.0,0.08028673835125448,0.0,0.6810035842293907,0.3025089605734767,0.016487455197132617,0.0,0.0,0.0,0.0,0.0,0.06093189964157706,0.2086021505376344,0.0,0.0,0.0,0.7304659498207885,0.0,0.0,0.0,0
755df972,3.0,83.89911218724778,5441,1834084,896660.0,963382.5076674738,542390.5655776702,5609,1834201,896660.0,963506.1584611245,542391.2290613361,0,6485,124.0,123.65079365079364,113.38005940821247,0,592,306.0,303.9241323648103,164.51183176105442,0.9069141781006188,0.0,0.053268765133171914,0.0002690341673392521,0.03954802259887006,0.0,0.7247780468119451,0.25746569814366427,0.01775625504439064,0.0,0.0002690341673392521,0.0,0.0,0.0,0.053268765133171914,0.192090395480226,0.0,0.0,0.0,0.7543718052192628,0.0,0.0,0.0,0
7569b6be,3.0,93.16457960644007,90910,1340127,285194.0,295154.658765653,152039.4552138805,91052,1340262,285367.0,295272.7911449016,152066.63051317996,0,502,131.0,118.13237924865832,104.68816551117422,0,221,93.0,90.0165474060823,70.6324715324735,0.5818425760286225,0.0,0.3747763864042934,0.0,0.04338103756708408,0.0,0.4552772808586762,0.5326475849731663,0.012075134168157423,0.0,0.0,0.0,0.0,0.0,0.3747763864042934,0.13640429338103757,0.0,0.0,0.0,0.48881932021466906,0.0,0.0,0.0,0
7570a831,3.5,356.68562274729675,32587,1765260,589136.0,698935.7825390468,462578.52416440775,32701,1765352,589270.0,699068.2234681618,462575.5134568685,0,509,135.0,132.44092911493792,36.486274295369114,0,384,196.0,195.57509010812976,115.30424527573855,0.9295154185022027,0.0,0.023227873448137766,0.0,0.04725670804965959,0.0,0.7408890668802564,0.24148978774529437,0.01762114537444934,0.0,0.0,0.0,0.0,0.0,0.023227873448137766,0.1998398077693232,0.0,0.0,0.0,0.7769323187825391,0.0,0.0,0.0,0
759ddfd8,4.0,471.17515348501263,4968,1864814,587620.0,669618.8154568436,411941.454828772,5065,1864916,587739.0,669729.6135789093,411945.81413973094,0,6908,98.0,110.7981220657277,150.4981157946629,0,287,159.0,161.01011195377393,92.58170059463522,0.8071505958829902,0.0,0.023474178403755867,0.0,0.16793066088840736,0.001444564824846515,0.6598049837486457,0.323943661971831,0.016251354279523293,0.0,0.00036114120621162876,0.0,0.0,0.001444564824846515,0.023474178403755867,0.17623690863127484,0.0,0.0,0.0,0.7984832069339112,0.0,0.0,0.0,0
75b4ab26,5.5,974.7877287405813,1124,1804018,865251.0,824152.4465016146,482108.7815789858,1348,1804962,865342.0,824236.3343379978,482115.1781366137,0,11433,76.0,83.88783638320776,173.77049359726703,0,545,248.0,264.7584499461787,150.6647165077247,0.8350914962325081,0.0,0.017653390742734122,0.0,0.1472551130247578,0.0,0.6688912809472551,0.3134553283100108,0.017653390742734122,0.0,0.0,0.0,0.0,0.0,0.017653390742734122,0.1993541442411195,0.0,0.0,0.0,0.7829924650161464,0.0,0.0,0.0,0
75c62f9c,3.0,304.48490945674047,2464,1800943,313223.5,387127.6338028169,233087.0192438883,2560,1800982,313353.5,387233.95020120725,233081.21799579792,0,499,105.0,106.31639839034206,41.2798273940087,0,329,166.0,165.25150905432596,98.51751712466714,0.9039235412474849,0.0,0.02012072434607646,0.0,0.07595573440643863,0.0,0.7037223340040242,0.2821931589537223,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.02012072434607646,0.2137826961770624,0.0,0.0,0.0,0.7660965794768612,0.0,0.0,0.0,0
75cf2c31,3.5,310.0242441528808,4647,1728018,814425.0,769273.0798630918,414896.8461942153,4658,1728091,814495.0,769366.8839132915,414889.4664962633,0,2171,93.0,93.80405019965772,49.89522369282711,0,468,246.0,242.00285225328008,135.30564963114,0.8710781517398745,0.0,0.04535082715345123,0.0,0.08357102110667428,0.0,0.7082144894466629,0.27837992013690815,0.013405590416428978,0.0,0.0002852253280091272,0.0,0.0,0.0,0.04535082715345123,0.17940673131774101,0.0,0.0,0.0,0.7749572162007986,0.0,0.0,0.0,0
75f9383c,4.5,282.2361733931241,12777,1608658,332901.0,345579.2417787743,206582.68898590255,12905,1608783,333008.0,345690.4887892377,206582.15978351914,0,501,110.0,111.24701046337817,32.387777353508696,0,337,159.0,161.66778774289986,100.08865166385834,0.9125560538116592,0.0,0.02055306427503737,0.0,0.06651718983557549,0.0003736920777279522,0.7436472346786248,0.2290732436472347,0.02727952167414051,0.0,0.0,0.0,0.0,0.0003736920777279522,0.02055306427503737,0.17713004484304934,0.0,0.0,0.0,0.8019431988041853,0.0,0.0,0.0,0
76326c8b,2.5,197.82469331222794,22421,1638367,482756.0,534518.3921646221,324513.7960137205,22541,1638463,482912.0,534599.9750692521,324508.59400794783,0,511,81.0,81.58290462999604,38.81099205517957,0,387,195.0,193.8440838939454,111.18382019049035,0.852789869410368,0.0,0.08231104075979422,0.0,0.06489908982983775,0.0,0.66798575385833,0.31658092599920856,0.015433320142461416,0.0,0.0,0.0,0.0,0.0,0.08231104075979422,0.20102888800949742,0.0,0.0,0.0,0.7166600712307083,0.0,0.0,0.0,0
76704f26,3.5,334.66355140186914,2327,1798928,360417.0,430075.0257815018,348861.8195557891,2436,1799100,360512.0,430163.69513374154,348873.5765999023,0,2657,87.0,88.66935223976796,99.81194883724707,0,356,178.0,181.22591040928134,111.5932136711759,0.7180148243635192,0.0,0.19368353206574282,0.0,0.08733483725427006,0.0009668063164679343,0.5642926200451176,0.41862713503061555,0.017080244924266838,0.0,0.0006445375443119562,0.0,0.0,0.0009668063164679343,0.19368353206574282,0.17305833064776024,0.0,0.0,0.0,0.6316467934257171,0.0,0.0,0.0,0
76753317,2.5,152.37102657634185,68845,1836520,713647.0,797491.6440854612,527598.5315303771,68963,1836672,713728.0,797572.6409588327,527608.7002777077,0,1363,86.0,80.99687337154768,67.67384819508109,0,200,82.0,84.61021365294424,62.25508610122137,0.7029702970297029,0.0,0.21730067743616466,0.0,0.07972902553413236,0.0,0.5685252735799896,0.4179260031266285,0.01354872329338197,0.0,0.0020844189682126106,0.0,0.0,0.0,0.21730067743616466,0.15476810838978636,0.0,0.0,0.0,0.6258467952058364,0.0,0.0,0.0,0
7680b21a,4.5,1728.9577853203225,1144,1769901,777714.0,817858.0255621553,491738.15984852,1250,1770083,777840.0,817934.6211285533,491730.3193925432,0,563,76.0,76.59556639796351,34.45074781635545,0,1118,512.0,509.83124734832415,340.63246332835763,0.8769622401357658,0.0,0.012728044123886296,0.0,0.1103097157403479,0.0,0.6948451421298261,0.28372931692829867,0.021425540941875265,0.0,0.00010606703436571913,0.0,0.0,0.0,0.012728044123886296,0.2018455663979635,0.0,0.0,0.0,0.7853203224437845,0.0,0.0,0.0,0
76b79ef0,4.5,527.2679796026024,1718,1711809,952821.0,927537.9991208018,475247.0745320733,1856,1711984,952894.0,927634.1974679093,475246.26707308105,0,2126,98.0,96.19834710743801,60.806278405886616,0,712,323.0,326.71988746263406,216.95886377850326,0.8387550553894848,0.0,0.10181114823281168,0.0,0.05855459820643573,0.0008791981712678037,0.6841920168806049,0.30156497274485666,0.014243010374538422,0.0,0.000703358537014243,0.0,0.0,0.0005275189027606822,0.10181114823281168,0.16370669949006506,0.0,0.0,0.0,0.7328995955688412,0.0,0.0,0.0003516792685071215,0
76e1fcc1,4.5,457.3271313524021,21686,1757864,497742.0,623418.0077756179,420901.1198396013,21825,1757929,497867.0,623520.0274923632,420899.46268134075,0,509,103.0,102.01971674534852,35.88889336128273,0,548,275.0,280.4532074423771,165.89551796022945,0.8947514579283532,0.0,0.036101083032490974,0.0,0.06914745903915578,0.0,0.7011941127464593,0.2788114412663149,0.01999444598722577,0.0,0.0,0.0,0.0,0.0,0.036101083032490974,0.2063315745626215,0.0,0.0,0.0,0.7575673424048875,0.0,0.0,0.0,0
76e669d8,4.0,271.89481132075474,2228,1249746,344043.5,386008.6438679245,234819.6813977351,2316,1249842,344202.0,386137.9929245283,234821.23284952488,0,536,127.0,129.3490566037736,59.23067303102318,0,234,137.0,133.06698113207548,76.42159241348209,0.7985849056603773,0.0,0.024528301886792454,0.0,0.17641509433962263,0.0004716981132075472,0.6485849056603774,0.330188679245283,0.02122641509433962,0.0,0.0,0.0,0.0,0.0004716981132075472,0.024528301886792454,0.17783018867924527,0.0,0.0,0.0,0.7971698113207547,0.0,0.0,0.0,0
76faf752,3.0,31.205651491365778,5514,1747667,620148.0,627267.4631083203,367298.749970977,5642,1747774,620224.5,627382.3076923077,367298.75219679484,1,999,108.0,114.84458398744113,51.62111367993302,0,201,99.0,101.18131868131869,58.229946940107844,0.9513343799058085,0.0,0.02119309262166405,0.0,0.027472527472527472,0.0,0.7660910518053375,0.2150706436420722,0.018838304552590265,0.0,0.0,0.0,0.0,0.0,0.02119309262166405,0.19230769230769232,0.0,0.0,0.0,0.7864992150706437,0.0,0.0,0.0,0
77021ea3,3.0,401.97988223748774,43485,1707947,808488.0,820284.0343473994,450371.03442691575,43582,1708032,808530.5,820351.7193326791,450359.86388121196,0,508,66.0,67.68498527968596,39.94841888121801,0,244,131.0,131.96319921491659,77.99837063848685,0.8130520117762512,0.0,0.042688910696761534,0.0,0.14425907752698724,0.0,0.6521099116781158,0.34003925417075564,0.007850834151128557,0.0,0.0,0.0,0.0,0.0,0.042688910696761534,0.19381746810598627,0.0,0.0,0.0,0.7634936211972522,0.0,0.0,0.0,0
7727ae8e,4.0,375.5450516986706,7562,1873788,958442.0,967720.2174298376,535475.8212713633,7667,1873887,958597.0,967834.4404726735,535474.2450204979,0,946,108.0,114.22304283604136,48.01856603440826,0,392,199.0,196.59970457902511,116.18956473208502,0.8528803545051699,0.0,0.04254062038404727,0.0,0.10369276218611521,0.0008862629246676514,0.703397341211226,0.285672082717873,0.010930576070901034,0.0,0.0005908419497784342,0.0002954209748892171,0.0,0.0002954209748892171,0.04254062038404727,0.16957163958641064,0.0,0.0,0.0,0.786410635155096,0.0,0.0002954209748892171,0.0,0
774a64f4,3.5,312.5016974726518,81483,1886900,932365.0,925896.8102602791,374829.6602820208,81646,1886978,932452.0,925991.6559788759,374834.51000567724,0,3365,91.0,94.84571859675594,94.31720445491887,0,317,144.0,155.6027913994719,87.97834368890385,0.8634477555639382,0.0,0.04866088268577895,0.0,0.08675971331572992,0.001131648434552999,0.6684270086759714,0.32025650697849867,0.011316484345529988,0.0,0.0007544322897019992,0.0,0.0003772161448509996,0.0007544322897019992,0.04866088268577895,0.22029422859298378,0.0,0.0,0.0,0.7291588079969823,0.0,0.0,0.0,0
77673a2e,4.5,472.8029146426093,39280,1769469,642089.0,769028.5346981263,510288.11058875674,39531,1769878,642207.0,769162.7394170715,510282.40491045447,0,710,138.0,134.20471894517695,53.714245199859334,0,369,193.0,190.56696738376127,104.41881862243196,0.8417765440666204,0.0,0.08015267175572519,0.0,0.07807078417765441,0.0,0.6814712005551701,0.3056904927133935,0.012838306731436502,0.0,0.0,0.0,0.0,0.0,0.08015267175572519,0.1731436502428869,0.0,0.0,0.0,0.7467036780013879,0.0,0.0,0.0,0
7777fbbf,5.5,782.479696714406,23087,1798701,834646.0,850566.1253580455,484857.2488948014,23303,1798905,834783.0,850657.1890480202,484857.08867721277,0,3476,96.0,91.0636899747262,70.86290557204215,0,617,377.0,347.22375737152487,186.13237044544138,0.6962089300758214,0.0,0.22257792754844144,0.0,0.08121314237573715,0.0,0.5666385846672283,0.42291491154170174,0.010446503791069924,0.0,0.0,0.0,0.0,0.0,0.22257792754844144,0.144229149115417,0.0,0.0,0.0,0.6331929233361415,0.0,0.0,0.0,0
777c03e6,3.5,176.99479708636838,1540,1765472,317087.5,334597.41363163374,215667.62087604674,1544,1765538,317157.0,334689.84287200833,215664.10891858977,0,509,90.0,92.42924037460978,29.43946998272194,0,249,147.0,138.90270551508846,74.66092293007156,0.8626430801248699,0.0,0.012486992715920915,0.0,0.12486992715920915,0.0,0.6867845993756504,0.2887617065556712,0.02445369406867846,0.0,0.0,0.0,0.0,0.0,0.012486992715920915,0.2133194588969823,0.0,0.0,0.0,0.7741935483870968,0.0,0.0,0.0,0
77954073,4.0,357.5470372632865,7685,1762948,746803.0,742686.5452046427,444878.2228654295,7750,1763057,746908.5,742773.7098350641,444879.3384291243,0,713,85.0,87.16463042150275,54.5454238065385,0,351,193.0,188.27306047648136,107.52719532364216,0.7791692119731216,0.0,0.12492364080635308,0.0,0.09590714722052535,0.0,0.6267562614538791,0.3573610262675626,0.01588271227855834,0.0,0.0012217470983506415,0.0,0.0,0.0,0.12492364080635308,0.16890653634697617,0.0,0.0,0.0,0.7049480757483201,0.0,0.0,0.0,0
77a4e4b4,5.0,129.4986308871851,3611,1857778,1019657.5,1034829.2034501643,508229.00739234773,3624,1857884,1019913.0,1034941.4967141292,508227.1771241075,0,501,107.0,112.29326396495071,44.226072298026935,0,584,284.0,286.64539978094194,171.14509037396158,0.9427710843373494,0.0,0.02053669222343921,0.0,0.03669222343921139,0.0,0.7513691128148959,0.2269989047097481,0.02163198247535597,0.0,0.0,0.0,0.0,0.0,0.02053669222343921,0.19934282584884994,0.0,0.0,0.0,0.7801204819277109,0.0,0.0,0.0,0
